row_id,short_title,long_title
12750,Oth coll stndng obj-psgr,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle
12751,Oth coll stnd obj-mocycl,Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist
12752,Oth coll stn obj-cyc psg,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle
12753,Oth coll stnd obj-st car,Other motor vehicle nontraffic accident involving collision with stationary object injuring occupant of streetcar
12754,Oth coll stnd obj-rider,Other motor vehicle nontraffic accident involving collision with stationary object injuring rider of animal; occupant of animal-drawn vehicle
12755,Oth coll stn obj-ped cyc,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedal cyclist
12756,Oth coll stnd obj-pedest,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedestrian
12757,Oth coll stn obj-per NEC,Other motor vehicle nontraffic accident involving collision with stationary object injuring other specified person
12758,Oth col-stnd-obj-per NOS,Other motor vehicle nontraffic accident involving collision with stationary object injuring unspecified person
12759,N-traf board/alight-driv,Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle
12760,N-traf board/alight-psgr,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle
12761,N-traf brd/alight-mocycl,Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist
12762,N-traf brd/alit-mcyc psg,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger on motorcycle
12763,N-traf brd/alit-st car,Other motor vehicle nontraffic accident while boarding and alighting injuring occupant of streetcar
12764,N-traf brd/alit-anim rid,Other motor vehicle nontraffic accident while boarding and alighting injuring rider of animal; occupant of animal-drawn vehicle
12765,FB post-catheter removal,Foreign object left in body during removal of catheter or packing
12766,Post-op foreign body NEC,Foreign object left in body during other specified procedures
12767,Post-op foreign body NOS,Foreign object left in body during unspecified procedure
12768,Failure sterile surgery,Failure of sterile precautions during surgical operation
12769,"Dialysis encounter, NEC",Encounter for other dialysis
12770,Breathing exercises,Care involving breathing exercises
12771,Physical therapy NEC,Care involving other physical therapy
12772,Encntr occupatnal thrpy,Encounter for occupational therapy
12773,Encntr vocational thrpy,Encounter for vocational therapy
12774,Speech-language therapy,Care involving speech-language therapy
12775,Orthoptic training,Care involving orthoptic training
12776,Orthotic training,Care involving orthotic training
12777,Rehabilitation proc NEC,Care involving other specified rehabilitation procedure
12778,Rehabilitation proc NOS,Care involving unspecified rehabilitation procedure
12779,Radiotherapy encounter,Encounter for radiotherapy
12780,Antineoplastic chemo enc,Encounter for antineoplastic chemotherapy
12781,Immunotherapy encounter,Encounter for antineoplastic immunotherapy
12782,"Blood transfusion, no dx","Blood transfusion, without reported diagnosis"
12783,Attn rem nonsurg dressng,Encounter for change or removal of nonsurgical wound dressing
12784,Attn rem surg dressing,Encounter for change or removal of surgical wound dressing
12785,Attn removal of sutures,Encounter for removal of sutures
12786,Encntr plnd po wnd clsr,Encounter for planned post-operative wound closure
12787,Aftercare neoplasm surg,Aftercare following surgery for neoplasm
12788,Aftrcare inj/trauma surg,Aftercare following surgery for injury and trauma
12789,Aftercare organ transplt,Aftercare following organ transplant
12790,Postop oth specfd aftrcr,Other specified aftercare following surgery
12791,Orthodontics aftercare,Orthodontics aftercare
12792,Long-term use anticoagul,Long-term (current) use of anticoagulants
12793,Long-term use antibiotic,Long-term (current) use of antibiotics
12794,Lng use antiplte/thrmbtc,Long-term (current) use of antiplatelet/antithrombotic
12795,Long-term anti-inflamtry,Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
12796,Long-term use steroids,Long-term (current) use of steroids
12797,Long-term use of aspirin,Long-term (current) use of aspirin
12798,Long-term use of insulin,Long-term (current) use of insulin
12799,Lng term bisphosphonates,Long term (current) use of bisphosphonates
12800,Long-term use meds NEC,Long-term (current) use of other medications
12801,Aft surg sense org NEC,"Aftercare following surgery of the sense organs, NEC"
12802,Aftcre surg nerv sys NEC,"Aftercare following surgery of the nervous system, NEC"
12803,Aft surg circ syst NEC,"Aftercare following surgery of the circulatory system, NEC"
12804,Aftrcre surg respsys NEC,"Aftercare following surgery of the respiratory system, NEC"
12805,Aft oral cav/dig sys NEC,"Aftercare following surgery of the teeth, oral cavity and digestive system, NEC"
12806,Aftrcre surg GU syst NEC,"Aftercare following surgery of the genitourinary system, NEC"
12807,Aft surg skin/subcu NEC,"Aftercare following surgery of the skin and subcutaneous tissue, NEC"
12808,Aftrcre surg MS syst NEC,"Aftercare following surgery of the musculoskeletal system, NEC"
12809,Fit/adj vascular cathetr,Fitting and adjustment of vascular catheter
12810,Fit/adj non-vsc cath NEC,"Fitting and adjustment of nonvascular catheter, NEC"
12811,Therapeutic drug monitor,Encounter for therapeutic drug monitoring
12812,Other specfied aftercare,Other specified aftercare
12813,Aftercare NOS,Unspecified aftercare
12814,Blood donor-whole blood,"Blood donors, whole blood"
12815,Blood donor-stem cells,"Blood donors, stem cells"
12816,Blood donor NEC,Other blood donors
12817,Skin donor,Skin donors
12818,Bone donor,Bone donors
12819,Bone marrow donor,Bone marrow donors
12820,Kidney donor,Kidney donors
12821,Cornea donor,Cornea donors
12822,Liver donor,Liver donors
12823,Egg donor NEC,"Egg (oocyte) (ovum) donor, unspecified"
12824,Egg donor age <35 anon,"Egg (oocyte) (ovum) donor, under age 35, anonymous recipient"
12825,Egg donor age <35 desig,"Egg (oocyte) (ovum) donor, under age 35, designated recipient"
12826,Egg donor age 35+ anon,"Egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient"
12827,Egg donor age 35+ desig,"Egg (oocyte) (ovum) donor, age 35 and over, designated recipient"
12828,Org or tissue donor NEC,Donors of other specified organ or tissue
12829,Org or tissue donor NOS,Donors of unspecified organ or tissue
12830,Lack of housing,Lack of housing
12831,Inadequate housing,Inadequate housing
12832,Economic problem,Inadequate material resources
12833,Person living alone,Person living alone
12834,No family able to care,No other household member able to render care
12835,Holiday relief care,Holiday relief care
12836,Person in resident inst,Person living in residential institution
12837,Foster care (status),Foster care (status)
12838,Housing/econo circum NEC,Other specified housing or economic circumstances
12839,Housing/econo circum NOS,Unspecified housing or economic circumstance
12840,Fmily dsrpt-fam military,Family disruption due to family member on military deployment
12841,Fmily dsrpt-ret military,Family disruption due to return of family member from military deployment
12842,Fmily dsrpt- divorce/sep,Family disruption due to divorce or legal separation
12843,Family dsrpt-estrangmemt,Family disruption due to parent-child estrangement
12844,Famly dsrpt-chld custody,Family disruption due to child in welfare custody
12845,Family dsrpt-foster care,Family disruption due to child in foster care or in care of non-parental family member
12846,Family dsrpt-death membr,Family disruption due to death of family member
12847,Fmly dsrp-fam absnce NEC,Family disruption due to other extended absence of family member
12848,Family disruption NEC,Other family disruption
12849,Consl partner prob,"Counseling for marital and partner problems, unspecified"
12850,Cnsl victm partner abuse,Counseling for victim of spousal and partner abuse
12851,Cnsl perp partner abuse,Counseling for perpetrator of spousal and partner abuse
12852,Late eff surg/med compl,Late effect of complications of surgical and medical care
12853,Adv eff succinimides,Succinimides causing adverse effects in therapeutic use
12854,Adv eff antconvl NEC/NOS,Other and unspecified anticonvulsants causing adverse effects in therapeutic use
12855,Adv eff anti-parkinson,Anti-parkinsonism drugs causing adverse effects in therapeutic use
12856,Adv eff barbiturates,Barbiturates causing adverse effects in therapeutic use
12857,Perin traum NEC-postpart,"Other specified trauma to perineum and vulva, postpartum condition or complication"
12858,Ob perin traum NOS-unsp,"Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
12859,Ob perineal trau NOS-del,"Unspecified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
12860,Perin traum NOS-postpart,"Unspecified trauma to perineum and vulva, postpartum condition or complication"
12861,Prelabor rupt uter-unsp,"Rupture of uterus before onset of labor, unspecified as to episode of care or not applicable"
12862,Prelabor rupt uterus-del,"Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition"
12863,Prelab rupt uter-antepar,"Rupture of uterus before onset of labor, antepartum condition or complication"
12864,Rupture uterus NOS-unsp,"Rupture of uterus during labor, unspecified as to episode of care or not applicable"
12865,Rupture uterus NOS-deliv,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition"
12866,Inversion of uterus-unsp,"Inversion of uterus, unspecified as to episode of care or not applicable"
12867,Invers uterus-del w p/p,"Inversion of uterus, delivered, with mention of postpartum complication"
12868,Invers uterus-postpart,"Inversion of uterus, postpartum condition or complication"
12869,Lacerat of cervix-unspec,"Laceration of cervix, unspecified as to episode of care or not applicable"
12870,Lacerat of cervix-deliv,"Laceration of cervix, delivered, with or without mention of antepartum condition"
12871,Lacer of cervix-postpart,"Laceration of cervix, postpartum condition or complication"
12872,High vaginal lacer-unsp,"High vaginal laceration, unspecified as to episode of care or not applicable"
12873,High vaginal lacer-deliv,"High vaginal laceration, delivered, with or without mention of antepartum condition"
12874,High vaginal lac-postpar,"High vaginal laceration, postpartum condition or complication"
12875,Ob inj pelv org NEC-unsp,"Other injury to pelvic organs, unspecified as to episode of care or not applicable"
